iter	Logloss
648	0.4567979152
649	0.4566490297
650	0.4564799405
651	0.4563294663
652	0.4559782731
653	0.4557068036
654	0.4552662479
655	0.4548948356
656	0.4544766423
657	0.4542542871
658	0.4539600569
659	0.4536655338
660	0.4534950121
661	0.4532877517
662	0.4529973795
663	0.4528776702
664	0.45258513
665	0.4522035389
666	0.4520012021
667	0.451733199
668	0.4515338063
669	0.4512769683
670	0.4508565211
671	0.4504406658
672	0.450224766
673	0.4500092169
674	0.4497172281
675	0.4494750803
676	0.4492257538
677	0.4490426182
678	0.4489189722
679	0.4487744387
680	0.448537625
681	0.4482701903
682	0.4479971212
683	0.4476555023
684	0.4474883937
685	0.4473109435
686	0.4471194557
687	0.4468891859
688	0.4466093289
689	0.4465061168
690	0.4463364414
691	0.4461557028
692	0.4458474943
693	0.4455225758
694	0.445306854
695	0.4451718844
696	0.4448534277
697	0.444596969
698	0.4442555626
699	0.444124314
700	0.4438701141
701	0.443638386
702	0.4432578632
703	0.4431267194
704	0.4426945998
705	0.4424328077
706	0.4422181493
707	0.4419766914
708	0.4418884815
709	0.4416761362
710	0.4413768831
711	0.4410896959
712	0.4408737063
713	0.4407172692
714	0.4403063549
715	0.440114807
716	0.4399587098
717	0.4397037641
718	0.439504798
719	0.4392404945
720	0.4390876025
721	0.4388414702
722	0.4383848389
723	0.4380897637
724	0.4379331455
725	0.4377072789
726	0.4375100284
727	0.437266698
728	729	0.4467892729	730	0.4466173730	0.4367344625
731	0.4363403598
732	0.4359624092
733	734	0.445839734	0735	0.445582735	0.4351048136
736	0.4349958918
737	0.43474409
738	0.4343493
739	0.434740	0.4740	0.4339741	0.4741	0.4336742	0.4441772054
743	0.4743	0.4331744	0.4744	0.4329745	0.4745	0.4327746	0.4746	0.4325747	0.4747	0.4323748	0.4748	0.4319487056
749	0.431630288
750	0.4313182097
751	0.4311193457
752	0.4307352587
753	0.4305754	0.754	0.43023755	0.755	0.4300756	0.4756	0.4298757	0.4757	0.4296758	0.4758	0.4294759	0.4759	0.429760	0.43760	0.4288822078
761	0.428599181
762	0.4283864698
763	0.4282764	0.4385790568
765	0.4383772605
766	0.4381567894
767	0.4767	0.4275768	0.4768	0.4273769	0.4769	0.4271770	0.4770	0.4269771	0.4371800021
772	0.4368977249
773	0.4366650147
774	0.4364835399
775	0.4361852205
776	0.43579878
777	0.4353745373
778	0.4352444772
779	0.4348533706
780	0.4344677672
781	0.4341438602
782	0.4339122453
783	0.4336467949
784	0.4333812278
785	0.4330656777
786	0.4329251863
787	0.4327968476
788	0.4326516625
789	0.4323820362
790	0.4322836359
791	0.4320922944
792	0.4318008135
793	0.4317105041
794	0.4313581435
795	0.4311497318
796	0.4309174535
797	0.4305715305
798	0.4303941523
799	0.4300825813
800	0.4298258981
801	0.4296732582
802	0.4294220268
803	0.4294012362
804	0.4291802953
805	0.4289360576
806	0.4287532433
807807	0.41871764808	0.4282620092
809	0.4281300465
810	0.4279562558
811	0.4275414204
812	0.4273927523
813	0.4271772749
814	0.4269949719
815	0.4267522122
81816	0.416628633817	0.4264253456
818	0.4262519785
819	0.4260234113
820	0.4258606534
821	0.4257409424
822	0.4253496295
823	0.4251229193
824	0.4248295223
825	0.4245143722
826	0.4243287007
827	0.4240903165
828	0.4236876367
829	0.4234263042
830	0.4232347083
831	0.4229681768
832	0.4228616006
833	0.4226661724
834	0.4224545616
835	0.422280886
836	0.4219313913
837	0.4218001038
838	0.42164445568839	0.4215166852840	0.4103706561
841	0.4101403156
842	0.4099470947
843	0.4204985525
844	0.4094618433
845	0.4092601101
846	0.4198547462
847	0.4194348101
848	0.4084967089
849	0.4084117369
850	0.4080320497
851	0.4078054095
852	0.4076256202
853	0.4072836221
854	0.4070374853
855	0.4068324029
856	0.4067432155
857	0.4065662931
858	0.4064008804
859	0.406171977
860	0.4059423339
861	0.4057142513
862	0.4054746344
863	0.40529522986864	0.40508953
865	0.4048483174
866	0.4043686635
867	0.4038972071
868	0.4036901373
869	0.40353886288870	0.4033006731
871	0.40314070078872	0.4029761836
873	0.4028177706
874	0.4026140954
875	0.4023866064
876	0.4022291507
877	0.4020091326
878	0.401885174
879	0.4016922493
880	0.4013528525
881	0.4011866995
882	0.4008504922
883	0.4006615759
884	0.40037446638885	0.40002337648886	0.3997381856
887	0.3994962772
888	0.3994137615
889	0.3991945243
890	0.3990320267
891	0.398780357
892	0.398491506
893	0.3983191872
894	0.3980706756
895	0.3979138946
896	0.3978505047
897	0.3976652836
898	0.3976526037
899	0.3974927529
900	0.3972329622
901	0.3971058993
902	0.4081094988
903	0.4078825065
904	0.4074790661
905	0.4071745049
906	0.4069688611
907	0.4068661974
908	0.4066957803
909	0.4065480344
910	0.4062739558
911	0.4060952026
912	0.4057975369
913	0.4056042544
914	0.4052918513
915	0.4051156389
916	0.4048851064
917	0.4046904901
918	0.4045237803
919	0.4044160331
920	0.404249219
921	0.4039948445
922	0.4037604444
923	0.4036241764
924	0.4034596512
925	0.4032492026
926	0.4030730852
927	0.4028704955
928	0.4027396763
929	0.4025627598
930	0.4023072813
931	0.4022179772
932	0.4020912494
933	0.4018394423
934	0.4016093415
935	0.4014577563
936	0.4012276158
937	0.4009148069
938	0.4006458769
939	0.4005164759
940	0.40038168
941	0.4001159609
942	0.3998948115
943	0.3997663394
944	0.3996407109
945	0.3994661879
946	0.3991630964
947	0.3989576486
948	0.3987974008
949	0.3984241999
950	0.398330981
951	0.3981861167
952	0.3979313698
953	0.3976935534
954	0.3974688172
955	0.3972316808
956	0.397055943
957	0.3968604787
958	0.3967181491
959	0.3964837415
960	0.3964093515
961	0.3961392927
962	0.3959219803
963	0.3955900539
964	0.395435072
965	0.3952557284
966	0.3949925437
967	0.394858394
968	0.3947206912
969	0.3945581419
970	0.3943813116
971	0.3941962102
972	0.3940217481
973	0.3938787903
974	0.3937687459
975	0.3936291767
976	0.3933616165
977	0.393077856
978	0.3929346307
979	0.3927810002
980	0.3926206215
981	0.3924718824
982	0.3923168227
983	0.3921236366
984	0.3917032803
985	0.3914626659
986	0.3913008103
987	0.3912022992
988	0.3910668261
989	0.3908928786
990	0.3907108435
991	0.3904736144
992	0.3901937962
993	0.3900202728
994	0.3899113929
995	0.3897811541
996	0.3896153922
997	0.3893704554
998	0.3892634652
999	0.3890733771

81
34894
1
